epoch,train_loss,train_acc,val_loss,top1_acc,top5_acc,epoch_time_seconds,epoch_time_formatted,avg_gpu_percent,avg_cpu_percent,avg_gpu_memory_used_gb,avg_cpu_memory_percent,learning_rate,timestamp,framework
0,5.003,0.89,4.7898,1.06,5.56,5.79,0m 5s,0.0,13.6,0.0,21.1,0.020000,2025-07-11 04:12:31,torch
1,4.6272,2.01,4.5007,3.43,11.55,4.21,0m 4s,73.75,16.45,2.1,21.35,0.040000,2025-07-11 04:12:36,torch
2,4.4966,3.31,4.3461,5.05,18.83,4.26,0m 4s,73.75,16.3,2.1,21.32,0.060000,2025-07-11 04:12:40,torch
3,4.2451,6.35,4.0449,9.55,31.16,4.22,0m 4s,74.25,16.3,2.46,21.4,0.080000,2025-07-11 04:12:45,torch
4,4.038,9.8,3.8438,13.57,38.07,4.22,0m 4s,73.0,20.62,2.49,21.5,0.100000,2025-07-11 04:12:50,torch
5,3.8582,13.46,3.6582,17.81,44.42,4.95,0m 4s,71.0,22.92,3.95,22.76,0.120000,2025-07-11 04:12:56,torch
6,3.655,17.9,3.504,21.4,51.73,7.76,0m 7s,97.71,18.31,6.21,23.01,0.140000,2025-07-11 04:13:04,torch
7,3.437,22.44,3.6636,21.59,49.7,5.32,0m 5s,96.4,18.98,4.74,23.08,0.160000,2025-07-11 04:13:10,torch
8,3.2213,27.64,3.1163,29.85,63.51,4.23,0m 4s,73.75,25.85,2.53,24.05,0.180000,2025-07-11 04:13:14,torch
9,3.0519,31.51,3.1615,31.44,63.15,6.4,0m 6s,90.67,20.07,4.86,24.72,0.200000,2025-07-11 04:13:21,torch
10,2.9174,35.49,3.0977,32.58,65.0,8.07,0m 8s,97.29,16.86,5.39,24.67,0.220000,2025-07-11 04:13:29,torch
11,2.8125,38.19,2.8826,36.71,68.39,6.72,0m 6s,86.83,17.02,5.39,24.75,0.240000,2025-07-11 04:13:37,torch
12,2.731,40.47,2.7958,41.77,73.3,7.66,0m 7s,96.71,17.91,5.39,24.76,0.260000,2025-07-11 04:13:45,torch
13,2.6597,42.22,3.0712,33.63,65.5,6.76,0m 6s,83.67,18.52,5.39,24.75,0.280000,2025-07-11 04:13:52,torch
14,2.61,43.77,2.7323,40.67,72.49,7.84,0m 7s,97.43,16.87,5.39,24.79,0.300000,2025-07-11 04:14:00,torch
15,2.5639,44.93,2.6922,42.58,73.68,6.8,0m 6s,85.0,16.7,5.39,24.78,0.320000,2025-07-11 04:14:07,torch
16,2.5267,45.87,2.7501,41.86,73.78,7.81,0m 7s,97.86,16.99,5.39,24.8,0.340000,2025-07-11 04:14:15,torch
17,2.5028,46.78,2.9829,37.21,67.74,6.82,0m 6s,83.17,18.4,5.39,24.8,0.360000,2025-07-11 04:14:22,torch
18,2.4858,47.4,2.822,38.83,71.89,7.8,0m 7s,97.29,15.76,5.39,24.8,0.380000,2025-07-11 04:14:30,torch
19,2.4636,48.04,2.7138,41.44,73.91,7.25,0m 7s,89.0,16.77,5.39,24.79,0.400000,2025-07-11 04:14:38,torch
20,2.4562,48.29,2.6207,45.43,76.42,6.9,0m 6s,96.33,18.07,5.39,24.77,0.399981,2025-07-11 04:14:45,torch
21,2.4246,49.02,2.7644,43.12,74.54,7.81,0m 7s,89.71,17.83,5.39,24.77,0.399925,2025-07-11 04:14:53,torch
22,2.3999,49.96,2.6132,43.96,76.1,6.56,0m 6s,97.5,18.22,5.39,24.75,0.399832,2025-07-11 04:15:00,torch
23,2.3803,50.33,2.7375,41.52,72.13,7.78,0m 7s,96.57,18.09,5.39,24.83,0.399702,2025-07-11 04:15:08,torch
24,2.3595,50.77,2.8245,42.02,72.77,6.41,0m 6s,97.33,19.02,5.39,24.88,0.399534,2025-07-11 04:15:15,torch
25,2.3382,51.47,2.5689,46.13,78.31,7.79,0m 7s,98.14,17.11,5.39,24.76,0.399329,2025-07-11 04:15:23,torch
26,2.324,51.97,2.8177,42.38,74.46,6.78,0m 6s,97.33,16.07,5.39,24.77,0.399087,2025-07-11 04:15:30,torch
27,2.3073,52.36,2.5342,47.33,78.26,7.86,0m 7s,98.71,18.11,5.39,24.74,0.398807,2025-07-11 04:15:38,torch
28,2.2947,52.91,2.5903,46.35,77.11,6.22,0m 6s,96.5,19.6,5.39,24.8,0.398491,2025-07-11 04:15:45,torch
29,2.2832,53.39,2.5479,45.97,77.1,7.64,0m 7s,98.0,18.74,5.39,24.79,0.398137,2025-07-11 04:15:54,torch
30,2.2705,53.64,2.5538,45.75,76.86,6.12,0m 6s,95.83,20.72,5.39,24.82,0.397747,2025-07-11 04:16:01,torch
31,2.2643,53.81,2.812,40.43,70.65,7.82,0m 7s,97.57,20.26,5.39,24.84,0.397319,2025-07-11 04:16:09,torch
32,2.2478,54.25,2.3684,51.48,81.26,6.73,0m 6s,96.33,19.55,5.39,24.85,0.396855,2025-07-11 04:16:16,torch
33,2.2444,54.45,2.4532,49.51,80.01,7.77,0m 7s,98.0,18.07,5.39,24.79,0.396354,2025-07-11 04:16:24,torch
34,2.2329,54.6,2.4957,48.09,79.72,6.92,0m 6s,83.33,16.12,5.4,24.8,0.395817,2025-07-11 04:16:31,torch
35,2.2251,55.1,2.7587,41.97,73.41,7.83,0m 7s,98.71,15.61,5.4,24.77,0.395243,2025-07-11 04:16:39,torch
36,2.2115,55.16,2.7099,42.97,73.05,7.28,0m 7s,85.43,17.8,5.4,24.8,0.394632,2025-07-11 04:16:47,torch
37,2.2068,55.44,2.6013,45.73,77.48,6.85,0m 6s,97.17,17.92,5.4,24.77,0.393986,2025-07-11 04:16:54,torch
38,2.2027,55.53,2.4172,50.33,80.61,7.8,0m 7s,96.0,17.3,5.4,24.79,0.393303,2025-07-11 04:17:02,torch
39,2.1954,55.65,2.5969,46.31,77.8,6.88,0m 6s,96.83,18.7,5.4,24.7,0.392583,2025-07-11 04:17:09,torch
40,2.179,56.11,2.6396,44.73,75.09,7.77,0m 7s,97.71,18.51,5.4,24.7,0.391828,2025-07-11 04:17:17,torch
41,2.1722,56.46,2.6838,43.64,73.91,6.68,0m 6s,97.17,18.38,5.4,24.73,0.391038,2025-07-11 04:17:24,torch
42,2.168,56.31,2.511,47.62,77.93,7.82,0m 7s,97.71,15.47,5.4,24.71,0.390211,2025-07-11 04:17:32,torch
43,2.1615,56.79,2.3388,52.35,81.48,6.71,0m 6s,97.33,15.45,5.4,24.7,0.389349,2025-07-11 04:17:39,torch
44,2.156,57.14,2.5432,47.56,77.79,7.8,0m 7s,98.0,17.73,5.4,24.73,0.388452,2025-07-11 04:17:47,torch
45,2.1521,57.26,2.4763,49.98,78.89,6.7,0m 6s,96.67,17.38,5.4,24.73,0.387520,2025-07-11 04:17:54,torch
