epoch,train_loss,train_acc,val_loss,top1_acc,top5_acc,epoch_time_seconds,epoch_time_formatted,avg_gpu_percent,avg_cpu_percent,avg_gpu_memory_used_gb,avg_cpu_memory_percent,learning_rate,timestamp,framework
0,4.9276,1.06,4.8533,1.1,5.39,30.29,0m 30s,98.0,20.1,3.16,22.15,0.020000,2025-07-11 05:12:03,jittor
1,4.5667,2.87,4.3692,4.93,17.82,13.19,0m 13s,97.57,22.5,6.5,25.17,0.040000,2025-07-11 05:12:16,jittor
2,4.3054,5.87,4.1601,8.4,28.22,12.69,0m 12s,97.14,21.61,6.5,25.16,0.060000,2025-07-11 05:12:30,jittor
3,4.0692,9.42,3.9265,12.44,35.78,13.09,0m 13s,97.14,16.93,6.5,25.1,0.080000,2025-07-11 05:12:44,jittor
4,3.8805,13.21,3.6841,17.28,43.81,12.28,0m 12s,99.67,16.6,6.5,25.1,0.100000,2025-07-11 05:12:57,jittor
5,3.6769,17.84,3.6228,20.47,47.1,13.64,0m 13s,99.71,16.33,6.5,25.1,0.120000,2025-07-11 05:13:12,jittor
6,3.4448,22.79,3.3142,25.63,56.77,12.85,0m 12s,97.92,16.1,6.5,25.11,0.140000,2025-07-11 05:13:25,jittor
7,3.2333,27.42,3.1911,29.9,60.59,12.67,0m 12s,98.08,17.84,6.5,25.12,0.160000,2025-07-11 05:13:39,jittor
8,3.0413,32.36,3.3236,28.79,59.63,13.04,0m 13s,97.29,17.76,6.5,25.09,0.180000,2025-07-11 05:13:53,jittor
9,2.8934,35.79,2.9274,35.09,68.4,11.95,0m 11s,94.54,19.92,6.5,25.08,0.200000,2025-07-11 05:14:05,jittor
10,2.7667,39.17,3.0257,35.95,67.56,13.44,0m 13s,99.79,18.94,6.5,25.16,0.220000,2025-07-11 05:14:20,jittor
11,2.6756,42.11,2.8571,39.69,70.64,12.77,0m 12s,94.86,17.96,6.5,25.13,0.240000,2025-07-11 05:14:34,jittor
12,2.6101,43.85,2.6759,41.94,74.37,12.86,0m 12s,98.42,20.23,6.5,25.09,0.260000,2025-07-11 05:14:47,jittor
13,2.553,45.3,2.8525,39.07,69.73,13.71,0m 13s,98.92,17.99,6.5,25.06,0.280000,2025-07-11 05:15:02,jittor
14,2.5198,46.4,2.8016,39.39,72.0,11.93,0m 11s,99.67,19.18,6.5,25.03,0.300000,2025-07-11 05:15:14,jittor
15,2.4855,47.42,3.0618,36.98,66.94,12.51,0m 12s,97.67,16.28,6.5,25.02,0.320000,2025-07-11 05:15:27,jittor
16,2.4576,47.96,2.559,45.72,77.14,13.12,0m 13s,99.71,16.94,6.5,24.97,0.340000,2025-07-11 05:15:41,jittor
17,2.4122,49.26,2.8371,40.84,71.65,11.89,0m 11s,96.5,16.63,6.5,25.03,0.360000,2025-07-11 05:15:53,jittor
18,2.4077,49.56,2.876,39.29,71.59,12.26,0m 12s,97.67,17.88,6.5,24.98,0.380000,2025-07-11 05:16:06,jittor
19,2.3887,50.18,2.5868,47.11,77.21,12.32,0m 12s,99.5,17.97,6.5,24.88,0.400000,2025-07-11 05:16:18,jittor
20,2.3754,50.51,2.8336,40.1,71.35,13.33,0m 13s,99.83,16.37,6.5,24.95,0.399981,2025-07-11 05:16:32,jittor
21,2.347,51.43,2.4944,46.87,78.93,11.84,0m 11s,94.14,19.56,6.5,24.99,0.399925,2025-07-11 05:16:45,jittor
22,2.3182,51.95,2.9067,40.18,71.59,13.04,0m 13s,99.07,20.21,6.5,24.93,0.399832,2025-07-11 05:16:59,jittor
23,2.3063,52.6,2.4895,49.01,79.52,12.93,0m 12s,98.64,18.14,6.5,24.95,0.399702,2025-07-11 05:17:12,jittor
24,2.2806,53.38,2.5928,46.16,76.09,12.45,0m 12s,97.33,19.28,6.5,25.02,0.399534,2025-07-11 05:17:25,jittor
25,2.2641,53.74,2.4852,48.28,78.92,12.31,0m 12s,100.0,19.0,6.5,25.1,0.399329,2025-07-11 05:17:38,jittor
26,2.2541,53.97,2.7301,44.19,74.18,11.98,0m 11s,98.5,17.9,6.5,25.03,0.399087,2025-07-11 05:17:50,jittor
27,2.2285,54.99,2.4243,49.91,80.4,12.44,0m 12s,97.86,16.8,6.5,25.04,0.398807,2025-07-11 05:18:03,jittor
28,2.2212,55.08,2.4994,48.67,79.25,12.4,0m 12s,97.08,18.24,6.5,25.06,0.398491,2025-07-11 05:18:17,jittor
29,2.2109,55.71,2.5726,46.82,76.48,12.74,0m 12s,99.86,18.23,6.5,25.07,0.398137,2025-07-11 05:18:31,jittor
30,2.1958,55.75,2.7385,44.42,74.83,12.23,0m 12s,99.83,16.98,6.5,25.08,0.397747,2025-07-11 05:18:43,jittor
31,2.1966,55.89,2.5757,47.36,77.35,12.62,0m 12s,99.0,20.39,6.5,25.14,0.397319,2025-07-11 05:18:57,jittor
32,2.1811,56.58,2.4517,48.19,79.94,12.62,0m 12s,99.54,18.59,6.5,25.13,0.396855,2025-07-11 05:19:10,jittor
33,2.1701,56.72,2.673,44.02,74.95,12.1,0m 12s,97.62,16.39,6.5,25.11,0.396354,2025-07-11 05:19:23,jittor
34,2.161,56.93,2.3435,52.66,81.78,11.92,0m 11s,96.23,15.3,6.5,25.12,0.395817,2025-07-11 05:19:36,jittor
35,2.1599,56.87,2.5721,47.37,76.35,12.92,0m 12s,96.0,16.35,6.5,25.12,0.395243,2025-07-11 05:19:49,jittor
36,2.1437,57.3,2.5927,46.34,77.03,12.57,0m 12s,97.71,17.23,6.5,25.13,0.394632,2025-07-11 05:20:03,jittor
37,2.1444,57.3,2.6119,45.92,75.77,12.08,0m 12s,94.69,17.97,6.5,25.12,0.393986,2025-07-11 05:20:15,jittor
38,2.1341,57.87,2.2587,54.81,84.48,12.99,0m 12s,99.0,16.2,6.5,25.1,0.393303,2025-07-11 05:20:29,jittor
39,2.1292,57.7,2.5418,47.94,77.38,12.76,0m 12s,97.33,15.63,6.5,25.1,0.392583,2025-07-11 05:20:43,jittor
40,2.1112,58.33,2.4694,49.48,79.62,12.62,0m 12s,99.86,18.17,6.5,25.13,0.391828,2025-07-11 05:20:56,jittor
