epoch,train_loss,train_acc,val_loss,top1_acc,top5_acc,epoch_time_seconds,epoch_time_formatted,avg_gpu_percent,avg_cpu_percent,avg_gpu_memory_used_gb,avg_cpu_memory_percent,learning_rate,timestamp,framework
0,4.9168,0.99,4.823,0.98,5.64,28.99,0m 28s,1.0,19.85,2.5,21.55,0.020000,2025-07-11 04:13:15,jittor
1,4.644,2.08,4.502,3.68,13.13,13.95,0m 13s,96.57,17.63,5.39,24.73,0.040000,2025-07-11 04:13:31,jittor
2,4.4901,3.22,4.3671,4.84,19.03,14.06,0m 14s,98.43,17.77,5.39,24.77,0.060000,2025-07-11 04:13:45,jittor
3,4.2454,6.08,4.0734,8.91,29.03,14.16,0m 14s,97.0,18.66,5.39,24.8,0.080000,2025-07-11 04:14:01,jittor
4,4.0251,9.79,3.8461,13.15,37.51,14.02,0m 14s,90.86,18.34,5.39,24.8,0.100000,2025-07-11 04:14:16,jittor
5,3.8517,13.42,3.6503,18.11,44.45,14.1,0m 14s,99.08,16.18,5.39,24.78,0.120000,2025-07-11 04:14:30,jittor
6,3.6657,17.27,3.5469,20.66,49.11,13.8,0m 13s,98.23,16.7,5.39,24.8,0.140000,2025-07-11 04:14:45,jittor
7,3.4479,22.06,3.3843,23.99,54.29,13.37,0m 13s,97.43,18.09,5.39,24.76,0.160000,2025-07-11 04:15:00,jittor
8,3.252,26.76,3.1462,29.43,62.23,13.09,0m 13s,94.93,17.79,5.39,24.84,0.180000,2025-07-11 04:15:13,jittor
9,3.0843,30.53,3.4081,26.04,56.38,13.26,0m 13s,96.79,17.8,5.39,24.77,0.200000,2025-07-11 04:15:28,jittor
10,2.9494,34.22,3.1909,29.49,61.53,13.01,0m 13s,97.52,18.13,5.39,24.76,0.220000,2025-07-11 04:15:42,jittor
11,2.8348,37.39,2.9092,37.51,68.91,13.31,0m 13s,95.95,18.09,5.39,24.81,0.240000,2025-07-11 04:15:56,jittor
12,2.751,39.98,2.8618,37.53,71.31,13.0,0m 13s,95.92,20.05,5.39,24.82,0.260000,2025-07-11 04:16:10,jittor
13,2.6863,41.31,2.736,40.65,72.87,14.02,0m 14s,98.85,17.53,5.39,24.81,0.280000,2025-07-11 04:16:24,jittor
14,2.6343,42.98,2.8907,39.6,71.53,14.26,0m 14s,94.43,16.21,5.4,24.76,0.300000,2025-07-11 04:16:40,jittor
