epoch,train_loss,train_acc,val_loss,top1_acc,top5_acc,epoch_time_seconds,epoch_time_formatted,avg_gpu_percent,avg_cpu_percent,avg_gpu_memory_used_gb,avg_cpu_memory_percent,learning_rate,timestamp,framework
0,4.903,1.21,4.7229,1.04,5.38,16.61,0m 16s,0.0,16.2,0.0,24.6,0.020000,2025-07-11 05:25:55,torch
1,4.6215,2.2,4.4385,3.35,14.97,15.7,0m 15s,98.36,17.09,7.21,24.79,0.040000,2025-07-11 05:26:11,torch
2,4.3328,5.56,4.0918,9.11,27.95,15.7,0m 15s,92.71,15.66,7.21,24.84,0.060000,2025-07-11 05:26:28,torch
3,4.0376,10.3,3.8279,13.96,39.38,15.55,0m 15s,98.79,17.47,7.21,24.84,0.080000,2025-07-11 05:26:44,torch
4,3.7983,14.93,3.6054,19.92,47.45,16.53,0m 16s,99.0,16.36,7.21,24.84,0.100000,2025-07-11 05:27:01,torch
5,3.5303,20.81,3.3646,25.16,55.06,15.49,0m 15s,98.93,16.06,7.21,24.83,0.120000,2025-07-11 05:27:18,torch
6,3.2628,27.0,3.0817,31.24,63.34,15.28,0m 15s,96.36,17.26,7.21,24.87,0.140000,2025-07-11 05:27:34,torch
7,3.02,32.72,3.1736,31.66,64.77,15.49,0m 15s,98.79,17.19,7.21,24.86,0.160000,2025-07-11 05:27:50,torch
8,2.8291,37.61,2.9498,35.93,69.04,15.55,0m 15s,98.79,16.68,7.21,24.85,0.180000,2025-07-11 05:28:07,torch
9,2.6867,41.34,2.7181,41.38,73.12,15.6,0m 15s,98.86,16.7,7.21,24.85,0.200000,2025-07-11 05:28:23,torch
10,2.5845,44.22,2.668,42.38,74.99,15.67,0m 15s,98.86,19.04,7.21,24.85,0.220000,2025-07-11 05:28:39,torch
11,2.4953,46.78,2.4756,47.73,78.98,15.48,0m 15s,96.29,18.6,7.21,24.94,0.240000,2025-07-11 05:28:56,torch
12,2.4446,48.4,2.4896,48.21,79.12,15.53,0m 15s,98.79,18.04,7.21,25.07,0.260000,2025-07-11 05:29:12,torch
13,2.3873,50.12,2.6914,43.38,74.82,14.95,0m 14s,98.85,16.28,7.21,25.06,0.280000,2025-07-11 05:29:27,torch
14,2.348,51.18,2.6229,45.16,75.89,15.55,0m 15s,99.07,18.84,7.21,25.05,0.300000,2025-07-11 05:29:43,torch
15,2.3237,51.65,2.5686,45.51,76.19,14.72,0m 14s,98.23,18.52,7.21,25.08,0.320000,2025-07-11 05:29:58,torch
16,2.3018,52.53,2.4395,49.26,80.77,15.62,0m 15s,98.79,16.89,7.21,25.09,0.340000,2025-07-11 05:30:14,torch
17,2.2808,53.08,2.4578,48.37,79.8,14.86,0m 14s,98.77,16.85,7.21,25.05,0.360000,2025-07-11 05:30:30,torch
18,2.2603,53.64,2.5299,47.05,77.82,15.56,0m 15s,98.86,16.51,7.21,25.09,0.380000,2025-07-11 05:30:46,torch
19,2.253,53.96,2.6651,43.56,74.7,16.11,0m 16s,98.36,15.1,7.21,25.09,0.400000,2025-07-11 05:31:02,torch
20,2.2443,54.14,2.5653,46.88,77.81,14.75,0m 14s,98.31,16.95,7.21,25.05,0.399981,2025-07-11 05:31:17,torch
21,2.2186,55.2,2.4673,49.42,79.94,15.77,0m 15s,98.79,15.86,7.21,25.08,0.399925,2025-07-11 05:31:33,torch
22,2.1888,56.04,2.5346,48.31,78.07,16.52,0m 16s,98.87,17.65,7.21,25.07,0.399832,2025-07-11 05:31:51,torch
23,2.1673,56.6,2.8152,40.31,72.34,15.56,0m 15s,98.79,14.75,7.21,25.06,0.399702,2025-07-11 05:32:07,torch
24,2.1594,56.77,2.3955,51.52,80.26,15.28,0m 15s,98.86,16.14,7.21,25.08,0.399534,2025-07-11 05:32:23,torch
25,2.1391,57.4,2.3725,52.18,80.94,15.57,0m 15s,97.86,17.21,7.21,25.06,0.399329,2025-07-11 05:32:40,torch
26,2.1265,57.93,2.4846,48.98,79.64,15.57,0m 15s,99.07,16.94,7.21,25.07,0.399087,2025-07-11 05:32:56,torch
27,2.1223,57.95,2.2904,54.06,82.79,15.65,0m 15s,98.79,14.87,7.21,25.1,0.398807,2025-07-11 05:33:12,torch
28,2.1003,58.67,2.6097,46.98,75.62,15.57,0m 15s,98.86,17.95,7.21,25.1,0.398491,2025-07-11 05:33:28,torch
29,2.0923,58.66,2.3919,51.3,81.58,16.33,0m 16s,98.93,18.84,7.21,25.13,0.398137,2025-07-11 05:33:46,torch
30,2.0842,58.92,2.4758,49.53,79.92,15.77,0m 15s,92.86,16.73,7.21,25.16,0.397747,2025-07-11 05:34:02,torch
31,2.0675,59.34,2.2558,54.57,83.45,15.56,0m 15s,98.57,15.41,7.21,25.1,0.397319,2025-07-11 05:34:18,torch
32,2.0631,59.46,2.3745,52.55,80.87,14.84,0m 14s,98.38,17.03,7.21,25.11,0.396855,2025-07-11 05:34:33,torch
33,2.0591,59.82,2.325,52.69,82.36,15.53,0m 15s,98.86,19.02,7.21,25.12,0.396354,2025-07-11 05:34:49,torch
34,2.0444,60.07,2.3491,52.62,80.68,15.62,0m 15s,98.86,15.03,7.21,24.99,0.395817,2025-07-11 05:35:06,torch
35,2.0416,60.41,2.2123,55.44,83.79,15.57,0m 15s,98.79,20.19,7.21,25.06,0.395243,2025-07-11 05:35:22,torch
36,2.0311,60.84,2.3041,54.02,82.66,15.39,0m 15s,90.79,16.69,7.21,25.02,0.394632,2025-07-11 05:35:38,torch
37,2.0211,61.06,2.2439,56.14,84.1,16.25,0m 16s,98.73,17.01,7.21,25.01,0.393986,2025-07-11 05:35:56,torch
38,2.0096,61.3,2.3209,54.31,82.21,15.92,0m 15s,98.18,15.9,7.21,25.05,0.393303,2025-07-11 05:36:12,torch
39,2.005,61.4,2.3026,53.91,82.85,16.05,0m 16s,98.36,18.28,7.21,25.1,0.392583,2025-07-11 05:36:28,torch
40,2.0028,61.57,2.301,54.13,81.98,14.88,0m 14s,98.69,17.16,7.21,25.12,0.391828,2025-07-11 05:36:43,torch
41,1.9952,61.83,2.2863,54.69,83.2,14.87,0m 14s,98.77,17.36,7.21,25.12,0.391038,2025-07-11 05:36:58,torch
42,1.9976,61.57,2.364,52.5,81.13,15.5,0m 15s,99.0,15.29,7.21,25.12,0.390211,2025-07-11 05:37:14,torch
43,1.9737,62.34,2.1554,57.01,85.81,15.46,0m 15s,92.79,17.56,7.21,25.14,0.389349,2025-07-11 05:37:31,torch
44,1.9743,62.6,2.0858,60.1,86.55,15.44,0m 15s,98.64,16.05,7.21,25.11,0.388452,2025-07-11 05:37:47,torch
45,1.9733,62.41,2.3799,53.11,82.08,15.51,0m 15s,98.36,16.7,7.21,25.12,0.387520,2025-07-11 05:38:03,torch
46,1.9685,62.47,2.3009,53.55,82.3,15.73,0m 15s,98.57,15.86,7.21,25.12,0.386552,2025-07-11 05:38:19,torch
47,1.9573,62.74,2.1564,57.4,85.09,16.21,0m 16s,99.0,17.29,7.21,25.12,0.385550,2025-07-11 05:38:36,torch
48,1.9574,62.76,2.2532,55.87,84.21,15.56,0m 15s,94.93,16.84,7.21,25.12,0.384514,2025-07-11 05:38:52,torch
49,1.9456,63.15,2.3906,51.31,80.62,14.78,0m 14s,98.85,16.84,7.21,25.12,0.383442,2025-07-11 05:39:07,torch
50,1.9479,63.27,2.2161,55.34,84.08,15.9,0m 15s,98.71,15.43,7.21,25.14,0.382337,2025-07-11 05:39:23,torch
